              latlon ;city
-97.15021,32.72128; Arlington
-97.14886,32.59785; Mansfield
-97.13765,33.23096; Denton
-97.13454,32.65871; Arlington
-97.13365,32.83646; Bedford
-97.13363,32.68458; Arlington
-97.13271,32.68406; Arlington
-97.13159,32.75036; Arlington
-97.13102,32.94264; Southlake
-97.13027,32.68354; Arlington
-97.12772,31.54464; Waco
-97.11474,32.67138; Arlington
-97.11324,32.85174; Bedford
-97.10807,33.18576; Denton
-97.10405,32.88162; Colleyville
-97.10251,32.93864; Southlake
-97.09981,32.89425; Grapevine
-97.09948,32.83715; Euless
-97.09822,32.88109; Euless
-97.09485,32.01105; Hillsboro
-97.09251,32.93154; Grapevine
-97.08751,32.93187; Grapevine
-97.07048,33.03607; Flower Mound
-97.06965,33.01358; Flower Mound
-97.06329,33.2037; Denton
-97.06201,32.83239; Fort Worth
-97.06054,32.82479; Fort Worth
-97.05721,36.12689; Stillwater
-97.05542,33.07152; Flower Mound
-97.04499,47.91003; Grand Forks
-97.04307,28.03526; Rockport
-97.04293,32.87139; Dallas
-97.03726,32.96881; Grapevine
-97.03704,32.97329; Grapevine
-97.00694,32.67989; Grand Prairie
-96.9949,32.75733; Grand Prairie
-96.99353,32.96961; Coppell
-96.99326,33.00937; Lewisville
-96.96962,33.00955; Lewisville
-96.95891,32.90489; Irving
-96.95882,32.85937; Irving
-96.95863,32.91207; Irving
-96.95809,32.9513; Coppell
-96.95809,32.9999; Lewisville
-96.95096,33.01307; Lewisville
-96.93501,32.60138; Cedar Hill
-96.92979,35.38129; Shawnee
-96.91648,33.02044; Carrollton
-96.91516,33.01911; Carrollton
-96.9097,32.99707; Carrollton
-96.8957,32.764; Dallas
-96.89227,32.86212; Dallas
-96.8849,33.02258; Carrollton
-96.87251,32.66262; Dallas
-96.86888,46.86184; Fargo
-96.85693,32.60427; DeSoto
-96.85556,32.93961; Addison
-96.85545,32.95296; Addison
-96.85467,32.99705; Dallas
-96.85124,46.86157; Fargo
-96.84277,33.02605; Carrollton
-96.8403,32.42075; Waxahachie
-96.83952,32.42321; Waxahachie
-96.83916,32.93775; Farmers Branch
-96.839,32.9543; Addison
-96.83626,32.80868; Dallas
-96.83127,33.02772; Plano
-96.82855,33.02963; Plano
-96.82831,33.03086; Plano
-96.828,46.8289; Fargo
-96.82747,33.0454; Plano
-96.82594,32.95386; Addison
-96.82559,32.99857; Dallas
-96.82459,32.93296; Farmers Branch
-96.82381,32.80152; Dallas
-96.82073,32.85116; Dallas
-96.82073,32.92969; Dallas
-96.82025,33.07789; Plano
-96.81966,32.93269; Dallas
-96.81827,32.91454; Dallas
-96.80903,32.81477; Dallas
-96.80739,32.81035; Dallas
-96.80596,33.10574; Frisco
-96.80596,33.10817; Frisco
-96.80576,33.10006; Frisco
-96.80547,33.09526; Plano
-96.80461,33.13719; Frisco
-96.80414,32.79394; Dallas
-96.80412,32.7796; Dallas
-96.80409,32.86458; Dallas
-96.80378,32.89489; Dallas
-96.80378,32.91154; Dallas
-96.80368,32.95102; Dallas
-96.80349,32.93213; Dallas
-96.80223,32.78094; Dallas
-96.80144,32.77494; Dallas
-96.80093,32.80043; Dallas
-96.79923,32.77985; Dallas
-96.79907,32.78693; Dallas
-96.79851,46.85562; Fargo
-96.7978,32.7882; Dallas
-96.79702,32.99954; Dallas
-96.79674,32.8079; Dallas
-96.79567,33.02308; Plano
-96.79549,33.0293; Plano
-96.79498,33.05102; Plano
-96.7942,32.8371; Dallas
-96.79106,32.96254; Dallas
-96.79086,43.52771; Sioux Falls
-96.7894,32.8648; Dallas
-96.78903,32.82332; Dallas
-96.78691,32.84789; Dallas
-96.7811,32.83654; Dallas
-96.77726,32.83663; Dallas
-96.77503,32.86535; Dallas
-96.77236,32.85124; Dallas
-96.7711,33.05791; Plano
-96.77108,43.50803; Sioux Falls
-96.77045,33.07168; Plano
-96.77036,32.8319; Dallas
-96.76949,43.51478; Sioux Falls
-96.76938,32.85312; Dallas
-96.76869,44.29693; Brookings
-96.76814,32.85982; Dallas
-96.76808,32.9763; Richardson
-96.76805,32.98344; Dallas
-96.76561,32.97822; Dallas
-96.75636,32.98421; Richardson
-96.75412,32.81276; Dallas
-96.7533,33.0391; Plano
-96.74547,32.86422; Dallas
-96.7402,32.9726; Richardson
-96.73966,32.89527; Dallas
-96.73962,33.01947; Plano
-96.73334,33.03849; Plano
-96.73227,33.0193; Plano
-96.73132,43.5434; Sioux Falls
-96.7292,32.99773; Richardson
-96.7166,32.97531; Richardson
-96.71487,32.90246; Dallas
-96.70731,33.19907; McKinney
-96.70394,40.81475; Lincoln
-96.70304,32.83302; Dallas
-96.69996,32.93937; Richardson
-96.6828,33.10131; Allen
-96.67903,40.74021; Lincoln
-96.67244,40.81378; Lincoln
-96.67141,43.5318; Sioux Falls
-96.66752,32.95979; Garland
-96.66481,33.16764; McKinney
-96.65645,33.01413; Plano
-96.65052,33.14536; Allen
-96.64516,32.96316; Garland
-96.64248,32.86145; Garland
-96.64169,32.96668; Garland
-96.64102,33.1742; McKinney
-96.63306,33.23112; McKinney
-96.62626,32.80818; Mesquite
-96.6261,32.9251; Garland
-96.62351,33.63783; Sherman
-96.62244,32.81077; Mesquite
-96.61753,32.33269; Ennis
-96.61604,32.95744; Garland
-96.6152,33.0147; Murphy
-96.61118,33.66931; Sherman
-96.60873,33.01126; Murphy
-96.59571,32.84176; Garland
-96.5864,33.6301; Sherman
-96.48711,41.45153; Fremont
-96.4714,32.8918; Rockwall
-96.46952,32.92924; Rockwall
-96.45,32.9091; Rockwall
-96.41767,42.51958; Sioux City
-96.39209,30.14229; Brenham
-96.3609,30.6382; Bryan
-96.32876,30.63328; College Station
-96.31822,30.61442; College Station
-96.31656,30.6376; College Station
-96.31477,30.61177; College Station
-96.2766,30.5699; College Station
-96.21847,38.4217; Emporia
-96.18743,41.23424; Omaha
-96.1792,41.2047; Omaha
-96.14487,41.29209; Omaha
-96.13859,41.23234; Omaha
-96.11961,41.29467; Omaha
-96.1038,41.23401; Omaha
-96.09821,41.27791; Omaha
-96.091,41.26183; Omaha
-96.04874,41.2488; Omaha
-96.04266,41.16362; Papillon
-96.0239,41.25866; Omaha
-95.97474,36.06085; Tulsa
-95.96701,41.14201; Bellevue
-95.95709,36.14024; Tulsa
-95.93583,41.25844; Omaha
-95.93541,41.15848; Bellevue
-95.9261,36.0236; Tulsa
-95.8858,36.06085; Tulsa
-95.8753,41.2487; Council Bluffs
-95.83977,36.27953; Owasso
-95.7761,44.4382; Marshall
-95.7736,29.73358; Katy
-95.75184,29.73375; Katy
-95.75172,29.77814; Katy
-95.75155,29.76493; Katy
-95.74356,29.62339; Richmond
-95.71838,29.78286; Katy
-95.71741,29.77505; Houston
-95.69651,29.9685; Cypress
-95.64832,29.73546; Houston
-95.64556,29.87651; Houston
-95.64545,29.87865; Houston
-95.64405,29.77526; Houston
-95.63699,30.08934; Tomball
-95.63275,29.58681; Sugar Land
-95.6267,30.0731; Tomball
-95.62543,29.75445; Houston
-95.60641,29.77009; Houston
-95.6064,29.7853; Houston
-95.59936,29.77018; Houston
-95.58527,29.89055; Houston
-95.58437,29.93307; Houston
-95.58299,30.00049; Houston
-95.58214,29.58033; Missouri City
-95.57082,29.73669; Houston
-95.55647,29.55631; MIssouri City
-95.55623,30.03199; Spring
-95.55545,29.78474; Houston
-95.54926,30.71233; Huntsville
-95.54561,29.73708; Houston
-95.53999,29.77862; Houston
-95.53921,29.95347; Houston
-95.53727,29.73719; Houston
-95.53284,30.00142; Spring
-95.52046,29.78436; Houston
-95.5202,30.675; Huntsville
-95.52005,29.73736; Houston
-95.51228,29.98039; Houston
-95.5089,29.98192; Houston
-95.50268,29.73758; Houston
-95.50103,29.75017; Houston
-95.49931,29.75509; Houston
-95.49845,29.98766; Houston
-95.49829,29.7164; Houston
-95.4898,30.42167; Willis
-95.48472,29.73787; Houston
-95.48251,29.83156; Houston
-95.48163,29.76131; Houston
-95.47925,30.17764; The Woodlands
-95.47374,30.31579; Conroe
-95.46982,30.14138; Spring
-95.46812,29.70757; Bellaire
-95.46574,29.75023; Houston
-95.46361,29.74059; Houston
-95.46164,29.68803; Houston
-95.46146,29.74056; Houston
-95.46141,30.17314; The Woodlands
-95.46129,29.74189; Houston
-95.46017,29.75257; Houston
-95.45911,29.67168; Houston
-95.45781,29.7538; Houston
-95.45775,30.2075; The Woodlands
-95.45691,30.16777; The Woodlands
-95.4555,29.74693; Houston
-95.45274,29.74666; Houston
-95.44226,30.01705; Houston
-95.44026,29.70592; Houston
-95.43292,30.0609; Spring
-95.43209,29.73177; Houston
-95.43131,30.04862; Spring
-95.41846,29.72056; Houston
-95.41778,29.76133; Houston
-95.41709,29.71524; Houston
-95.41621,29.69566; Houston
-95.41174,29.73267; Houston
-95.41073,29.74066; Houston
-95.41005,29.94853; Houston
-95.40892,29.75306; Houston
-95.40793,29.6939; Houston
-95.37936,29.55586; Pearland
-95.37479,29.74938; Houston
-95.36826,29.75112; Houston
-95.36714,29.75909; Houston
-95.36594,29.76054; Houston
-95.36359,29.76041; Houston
-95.36326,29.75578; Houston
-95.363,29.763; Houston
-95.34356,32.35338; Tyler
-95.34155,29.98613; Houston
-95.33215,29.98734; Houston
-95.30103,32.29745; Tyler
-95.29675,29.69913; Houston
-95.27873,32.30887; Tyler
-95.27343,38.97155; Lawrence
-95.26104,30.02293; Humble
-95.24989,30.00258; Humble
-95.24732,38.94284; Lawrence
-95.23598,38.97225; Lawrence
-95.23313,30.05056; Humble
-95.21849,30.06856; Humble
-95.20993,29.60372; Houston
-95.18835,29.50926; Friendswood
-95.17934,30.05101; Kingwood
-95.17761,29.99834; Humble
-95.17168,29.64973; Pasadena
-95.15431,29.53742; Webster
-95.14755,29.53843; Webster
-95.14084,29.54068; Webster
-95.14072,29.59093; Houston
-95.12568,29.55132; Houston
-95.1246,29.55947; Houston
-95.1214,29.5786; Houston
-95.0877,29.5087; League City
-95.02092,29.54751; Kemah
-94.97764,29.77254; Baytown
-94.97755,29.77003; Baytown
-94.7935,29.30835; Galveston
-94.7778,29.3097; Galveston
-94.76869,39.00877; Shawnee
-94.76342,38.91268; Olathe
-94.76206,38.88337; Olathe
-94.76022,38.97119; Shawnee Mission
-94.739,38.97103; Lenexa
-94.72737,31.30088; Lufkin
-94.7239,38.9275; Overland Park
-94.71905,38.9513; Overland Park
-94.71791,39.29531; Kansas City
-94.70175,38.91295; Overland Park
-94.69909,38.92755; Overland Park
-94.68638,39.02405; Merriam
-94.66952,38.85461; Overland Park
-94.66808,38.93026; Overland Park
-94.66128,38.91266; Overland Park
-94.65176,39.24699; Kansas City
-94.64325,39.20874; Kansas City
-94.62955,39.00222; Prairie Village
-94.60817,38.90885; Leawood
-94.6077,38.8905; Kansas City
-94.60559,38.97191; Kansas City
-94.60491,39.05728; Kansas City
-94.5966,38.8918; Kansas City
-94.58959,39.05053; Kansas City
-94.58563,39.05422; Kansas City
-94.5733,39.2131; Kansas City
-94.53553,39.14868; North Kansas City
-94.46249,39.2448; Kansas City
-94.36295,35.35873; Fort Smith
-94.36177,38.91717; Lees Summit
-94.35484,39.04794; Independence
-94.27181,39.02404; Blue Springs
-94.21321,36.35697; Bentonville
-94.16858,30.11454; Beaumont
-94.16595,30.13268; Beaumont
-94.14042,45.55907; St Could East
-93.9876,29.9531; Nederland
-93.97735,29.96426; Port Arthur
-93.7773,41.55934; Des Moines
-93.73476,41.60036; West Des Moines
-93.73156,41.57115; West Des Moines
-93.72703,41.64795; Urbandale
-93.69962,32.52879; Bossier City
-93.69829,32.52416; Bossier City
-93.69776,41.62942; Des Moines
-93.66992,42.02256; Ames
-93.61897,42.02288; Ames
-93.58104,41.71306; Ankeny
-93.5552,45.19949; Rogers
-93.5108,44.96894; Wayzata
-93.50317,44.91148; Minnetonka
-93.50308,44.9168; Minnetonka
-93.45565,45.02844; Plymouth
-93.44948,45.10004; Maple Grove
-93.44932,45.0257; Plymouth
-93.44339,44.8643; Eden Prairie
-93.43067,44.85174; Eden Prairie
-93.4186,44.93308; Hopkins
-93.40142,44.83676; Eden Prairie
-93.3914,45.17722; Champlin
-93.37689,45.09104; Brooklyn Park
-93.36452,45.05349; Minneapolis
-93.35267,44.91181; Edina
-93.35233,45.19627; Coon Rapids
-93.34941,44.9121; Edina
-93.33984,43.65377; Albert Lea
-93.33271,44.9485; St. Louis Park
-93.32818,44.87638; Edina
-93.32376,45.05541; Brooklyn Center
-93.31753,37.13836; Springfield
-93.31616,45.21944; Andover
-93.3045,44.7713; Burnsville
-93.30343,37.05074; Nixa
-93.30238,44.29467; Faribault
-93.30178,44.86144; Bloomington
-93.29818,44.94832; Minneapolis
-93.29586,37.14833; Springfield
-93.29544,37.1822; Springfield
-93.29531,37.17975; Springfield
-93.29259,44.68474; Lakeville
-93.28829,44.86529; Richfield
-93.28822,44.89033; Minneapolis
-93.28665,44.97109; Minneapolis
-93.28459,44.93319; St. Louis Park
-93.28305,44.69155; Lakeville
-93.28092,44.71588; Lakeville
-93.27818,37.13766; Springfield
-93.27692,44.97366; Minneapolis
-93.27284,44.77686; Burnsville
-93.27242,44.97567; Minneapolis
-93.27234,44.97833; Minneapolis
-93.2709,44.9757; Minneapolis
-93.26715,45.12664; Coon Rapids
-93.26677,36.64009; Branson
-93.2629,37.16233; Springfield
-93.2608,43.4498; Northwood
-93.25813,44.73786; Burnsville
-93.24946,30.19353; Lake Charles
-93.24351,44.85486; Bloomington
-93.24074,44.08441; Owatonna
-93.24044,44.85398; Bloomington
-93.2376,45.19788; Blaine
-93.23623,44.96521; Minneapolis
-93.23348,44.97363; Minneapolis
-93.23255,45.16814; Blaine
-93.2293,45.00305; Minneapolis
-93.22863,36.6744; Branson
-93.219,44.73166; Apple Valley
-93.21888,30.18432; Lake Charles
-93.21763,44.72987; Apple Valley
-93.20603,44.88274; St Paul
-93.2006,45.1669; Blaine
-93.18819,44.91785; St Paul
-93.17654,45.01131; Roseville
-93.16717,44.83272; Eagan
-93.16698,44.94649; St Paul
-93.1637,45.00639; Roseville
-93.15836,44.83226; Eagan
-93.1426,45.17097; Lino Lakes
-93.13623,44.94004; St Paul
-93.12708,44.73319; Rosemount
-93.11919,45.07823; Shoreview
-93.10463,44.94296; St. Paul
-93.09514,44.94531; St Paul
-93.09434,44.94747; St Paul
-93.08041,44.89252; Saint Paul
-93.0621,34.45765; Hot Springs
-93.01552,45.07355; White Bear Lake
-92.9845,45.03711; Mahtomedi
-92.96277,44.92477; Woodbury
-92.95838,44.83345; Cottage Grove
-92.9421,44.9206; Woodbury
-92.93289,44.91975; Woodbury
-92.9266,44.9422; Woodbury
-92.89084,44.73938; Hastings
-92.84855,45.03173; Stillwater
-92.84089,45.03749; Stillwater
-92.7162,44.9796; Hudson
-92.6721,38.207; Osage Beach
-92.59064,38.16898; Osage Beach
-92.50129,44.06315; Rochester
-92.46433,31.27286; Alexandria
-92.44769,34.75768; Little Rock
-92.4332,42.51303; Cedar Falls
-92.41866,35.09135; Conway
-92.41326,34.79766; Little Rock
-92.40085,34.74666; Little Rock
-92.3874,35.0785; Conway
-92.38009,34.74555; Little Rock
-92.35745,34.77132; Little Rock
-92.34093,34.75314; Little Rock
-92.33735,34.77009; Little Rock
-92.32732,38.94843; Columbia
-92.324,42.46585; Waterloo
-92.21906,34.72789; Little Rock
-92.10229,46.78382; Duluth
-92.07501,30.18763; Lafayette
-92.0531,30.15995; Lafayette
-91.64924,42.03517; Cedar Rapids
-91.62221,42.02532; Cedar Rapids
-91.60842,41.69081; Coralville
-91.57293,42.0368; Marion
-91.46652,44.79868; Eau Claire
-91.44116,44.78148; Eau Claire
-91.14059,30.42081; Baton Rouge
-91.13139,30.42442; Baton Rouge
-91.113,30.4307; Baton Rouge
-91.11083,30.39561; Baton Rouge
-91.10992,30.3552; Baton Rouge
-91.07337,30.37003; Baton Rouge
-91.06286,30.38788; Baton Rouge
-91.02435,30.44164; Baton Rouge
-90.9185,30.2388; Gonzales
-90.75403,29.61126; Houma
-90.7389,42.48849; Dubuque
-90.6641,42.4875; Dubuque
-90.62608,38.78836; St. Peters
-90.6225,38.5746; Wildwood
-90.57712,41.56019; Davenport
-90.5756,38.66304; Chesterfield
-90.56675,38.64313; Chesterfield
-90.56293,38.64893; Chesterfield
-90.54183,38.5929; Ballwin
-90.53791,38.61738; Chesterfield
-90.52801,41.57391; Davenport
-90.52523,41.4694; Moline
-90.49668,38.59381; Manchester
-90.48177,38.62737; Town & Country
-90.47585,41.47162; Moline
-90.45,38.6899; Maryland Heights
-90.44659,38.6031; Des Peres
-90.44326,38.50751; Fenton
-90.4345,38.74902; Bridgeton
-90.40907,38.79032; Hazelwood
-90.40562,38.63211; Ladue
-90.39011,38.63824; Ladue
-90.37596,38.50941; St Louis
-90.37008,38.74288; St Louis
-90.35253,38.7854; Hazelwood
-90.34769,38.63275; St Louis
-90.33877,38.59108; Webster Groves
-90.33815,38.65019; Clayton
-90.33418,38.50674; St. Louis
-90.3296,38.6442; Clayton
-90.32587,32.32137; Clinton
-90.30608,38.65598; University City
-90.29457,38.59245; St Louis
-90.25698,30.02134; Kenner
-90.25032,38.64234; St Louis
-90.23118,32.32896; Jackson
-90.19189,38.63082; St Louis
-90.18931,38.62768; St Louis
-90.1833,44.6539; Marshfield
-90.15639,30.0037; Metairie
-90.14654,30.43907; Mandeville
-90.13538,32.26836; Pearl
-90.12951,29.94178; New Orleans
-90.12696,30.00087; Metairie
-90.12311,38.72522; Granite City
-90.1105,32.4627; Madison
-90.1065,32.3277; Flowood
-90.1025,30.4622; Covington
-90.10191,32.27; Flowood
-90.08649,30.39338; Mandeville
-90.08273,29.92624; New Orleans
-90.07044,29.94128; New Orleans
-90.06723,29.95183; New Orleans
-90.06535,29.95078; New Orleans
-90.06452,29.9442; New Orleans
-90.05373,35.14094; Memphis
-90.04463,35.15238; Memphis
-89.9965,38.79305; Edwardsville
-89.98682,34.9627; Southhaven
-89.98317,35.04674; Memphis
-89.93176,38.57404; O'Fallon
-89.9132,35.11882; Memphis
-89.89562,38.58146; OFallon
-89.89327,35.35888; Millington
-89.88869,35.10932; Memphis
-89.86421,35.09993; Memphis
-89.86052,35.13074; Memphis
-89.84613,34.9622; Olive Branch
-89.84075,35.20586; Bartlett
-89.83949,35.10136; Germantown
-89.82578,30.30809; Slidell
-89.82416,35.20393; Memphis
-89.8109,35.09377; Germantown
-89.80507,35.04925; Memphis
-89.79817,35.04848; Memphis
-89.79543,35.15621; Cordova
-89.79535,35.15706; Cordova
-89.792,35.2063; Memphis
-89.77998,30.28441; Slidell
-89.77496,43.62741; Wisconsin Dells
-89.75763,35.06735; Germantown
-89.75483,35.06596; Germantown
-89.70784,39.75204; Springfield
-89.6994,35.0147; Collierville
-89.69534,35.04611; Collierville
-89.68714,39.79957; Springfield
-89.68685,35.05187; Collierville
-89.65559,44.96082; Wausau
-89.65305,40.75458; Peoria
-89.612,40.6997; Peoria
-89.6055,39.8019; Springfield
-89.53085,43.0891; Middleton
-89.50314,34.36165; Oxford
-89.50125,43.05907; Madison
-89.49742,43.10722; Middleton
-89.44692,43.07525; Madison
-89.43681,43.0742; Madison
-89.43244,43.01894; Fitchburg
-89.39684,43.07492; Madison
-89.38432,31.32126; Hattiesburg
-89.34404,31.32489; Hattiesburg
-89.33058,31.32456; Hattiesburg
-89.19662,37.70835; Carbondale
-89.02235,42.43187; Roscoe
-88.9964,42.72014; Janesville
-88.99396,42.26761; Rockford
-88.97973,42.71693; Janesville
-88.9794,42.30431; Rockford
-88.97558,42.24111; Rockford
-88.95938,39.89122; Decatur
-88.95218,40.48009; Bloomington
-88.85741,35.68364; Jackson
-88.84169,42.25205; Belvidere
-88.73412,41.91286; DeKalb
-88.71975,34.25724; Tupelo
-88.58161,44.0077; Oshkosh
-88.57948,43.99829; Oshkosh
-88.4864,43.7902; Fond Du Lac
-88.47037,44.27299; Appleton
-88.4659,43.0618; Oconomowoc
-88.4631,42.1654; Huntley
-88.43333,42.59184; Lake Geneva
-88.40579,44.26206; Appleton
-88.37719,43.05006; Delafield
-88.36925,43.05355; Delafield
-88.35768,44.24395; Appleton
-88.3503,41.9884; South Elgin
-88.3403,41.87509; Geneva
-88.34019,41.85229; Batavia
-88.33549,42.12346; Carpentersville
-88.328,41.8845; Geneva
-88.31799,42.24226; Crystal Lake
-88.31558,41.69971; Oswego
-88.30692,41.88778; Geneva
-88.28711,42.09819; West Dundee
-88.27335,42.15979; Algonquin
-88.27298,43.08764; Pewaukee
-88.26727,42.36247; McHenry
-88.26719,42.35683; McHenry
-88.25031,41.7571; Aurora
-88.2449,40.14; Champaign
-88.24454,41.7593; Aurora
-88.24094,41.77317; Aurora
-88.24061,41.7596; Aurora
-88.22551,30.67333; Mobile
-88.21819,41.79804; Naperville
-88.21238,42.19473; Fox River Grove
-88.2112,42.0664; Hoffman Estates
-88.20983,41.91451; West Chicago
-88.207,41.9771; Bartlett
-88.20582,41.72885; Naperville
-88.20301,41.63709; Plainfield
-88.19953,41.5505; Joliet
-88.19932,41.53787; Shorewood
-88.18316,41.97326; Bartlett
-88.18164,43.39769; West Bend
-88.17313,42.3815; Fox Lake
-88.1688,43.03573; Brookfield
-88.1675,41.80167; Warrenville
-88.14953,41.98906; Hanover Park
-88.14855,41.77302; Naperville
-88.14766,41.77157; Naperville
-88.1454,41.78583; Naperville
-88.14309,30.67622; Mobile
-88.14253,41.85827; Wheaton
-88.13608,42.15379; Barrington
-88.13235,43.19155; Menomonee Falls
-88.12589,41.79423; Naperville
-88.12505,41.70198; Bolingbrook
-88.12486,42.00103; Schaumburg
-88.12418,43.03713; Brookfield
-88.12291,41.69241; Bolingbrook
-88.1209,41.9166; Steamwood
-88.12051,41.95327; Bloomingdale
-88.11419,41.95146; Bloomingdale
-88.1097,41.77713; Naperville
-88.10831,43.1549; Menomonee Falls
-88.10809,43.1541; Menomonee Falls
-88.10656,41.8649; Wheaton
-88.10501,43.03582; Brookfield
-88.1049,42.18847; Lake Zurich
-88.10185,41.83081; Wheaton
-88.10125,41.90126; Carol Stream
-88.09304,42.18482; Lake Zurich
-88.08151,41.9372; Glendale Heights
-88.06634,43.22114; Germantown
-88.06531,41.87657; Glen Ellyn
-88.06507,43.08881; Wauwatosa
-88.0561,42.1993; Kildeer
-88.04808,43.04891; Wauwatosa
-88.04793,42.03931; Schaumburg
-88.04785,42.94478; Hales Corners
-88.04768,43.06455; Wauwatosa
-88.04735,42.99056; West Allis
-88.0473,41.753; Woodridge
-88.04727,42.05037; Schaumburg
-88.04665,43.01429; West Allis
-88.04234,30.68959; Mobile
-88.03995,42.05066; Schaumburg
-88.03839,41.77235; Woodridge
-88.03375,42.04018; Schaumburg
-88.02711,42.0747; Rolling Meadows
-88.0258,42.2609; Mundelein
-88.01984,42.27539; Mundelein
-88.01953,42.13776; Palatine
-88.01277,41.75114; Woodridge
-88.01258,41.97062; Itasca
-88.01116,41.83994; Lombard
-88.00849,42.94839; Greendale
-88.00844,42.95832; Greenfield
-88.00736,43.04993; Wauwatosa
-88.0056,42.00212; Elk Grove
-87.9945,41.84177; Lombard
-87.9909,41.8098; Downers Grove
-87.98683,41.80976; Downers Grove
-87.98334,43.09004; Milwaukee
-87.98169,42.08264; Arlington Heights
-87.98041,42.10816; Arlington Heights
-87.97846,42.17247; Buffalo Grove
-87.97563,41.81006; Westmont
-87.9705,44.48336; Green Bay
-87.97033,43.02124; Milwaukee
-87.96991,42.19629; Buffalo Grove
-87.96789,42.38554; Gurnee
-87.96638,41.92416; Addison
-87.96338,41.89615; Elmhurst
-87.96023,42.0119; Elk Grove Village
-87.95856,42.13934; Buffalo Grove
-87.95666,42.38373; Gurnee
-87.95546,42.24161; Vernon Hills
-87.95445,42.28871; Libertyville
-87.95366,41.79589; Clarendon Hills
-87.95353,41.84668; Oakbrook
-87.94903,42.98847; Milwaukee
-87.9429,42.8724; Oak Creek
-87.94012,41.90149; Elmhurst
-87.93966,41.93257; Bensenville
-87.93828,42.06431; Mount Prospect
-87.93719,41.90111; Elmhurst
-87.9368,42.08125; Mount Prospect
-87.93379,41.83257; Oak Brook
-87.93318,43.03874; Milwaukee
-87.93108,41.63277; Lockport
-87.9292,41.7998; Hinsdale
-87.92834,41.76787; Willowbrook
-87.92805,42.17974; Lincolnshire
-87.92637,42.01471; Des Plaines
-87.92528,43.32212; Grafton
-87.92405,43.21972; Mequon
-87.92384,41.50981; New Lennox
-87.91823,41.81791; Hinsdale
-87.91778,43.03867; Milwaukee
-87.91521,42.15379; Wheeling
-87.91225,42.88337; Oak Creek
-87.91037,43.0425; Milwaukee
-87.90961,42.94789; Milwaukee
-87.90903,43.03401; Milwaukee
-87.90723,41.78611; Hinsdale
-87.90552,43.04811; Milwaukee
-87.90548,42.25413; Lake Forest
-87.90071,41.83518; Westchester
-87.89794,42.24581; Lake Forest
-87.89589,42.34425; Waukegan
-87.89358,42.02629; Des Plaines
-87.89292,43.0526; Milwaukee
-87.8923,42.3094; Lake Bluff
-87.88995,41.7687; Countryside
-87.8896,41.5958; Orland Park
-87.88914,41.80391; Western Springs
-87.88171,42.13842; Northbrook
-87.88074,41.95289; Schiller
-87.87673,42.71852; Racine
-87.86966,41.814; La Grange
-87.863,41.99258; Rosemont
-87.86183,42.19861; Bannockburn
-87.85534,42.56621; Kenosha
-87.85428,41.65453; Palos Park
-87.85294,41.60306; Orland Park
-87.85159,41.17463; Bourbonnais
-87.8511,41.15657; Bradley
-87.84944,41.85408; Broadview
-87.84797,41.60286; Orland Park
-87.84138,42.25301; Lake Forest
-87.84104,42.25583; Lake Forest
-87.84049,42.04181; Niles
-87.83922,41.98104; Chicago
-87.83616,42.05259; Niles
-87.83603,41.9361; River Grove
-87.8338,41.8161; Lyons
-87.82969,42.01064; Park Ridge
-87.82795,42.01023; Park Ridge
-87.82737,42.13148; Northbrook
-87.82448,42.62331; Kenosha
-87.8212,42.15258; Northbrook
-87.821,42.0872; Glenview
-87.81949,42.2166; Highwood
-87.81718,42.07937; Glenview
-87.80298,42.186; Highland Park
-87.80267,41.60217; Orland Park
-87.80046,41.88858; Oak Park
-87.80025,42.1853; Highland Park
-87.79964,41.74627; Burbank
-87.79843,42.08004; Glenview
-87.79785,42.1473; Northbrook
-87.79478,42.04066; Morton Grove
-87.79228,41.54372; Tinley Park
-87.78868,41.93099; Chicago
-87.78204,41.88825; Oak Park
-87.7707,42.01188; Niles
-87.76395,41.99728; Chicago
-87.76347,43.71737; Sheboygan
-87.75579,42.0795; Wilmette
-87.75438,43.7176; Sheboygan
-87.7532,42.04056; Skokie
-87.74947,41.72004; Oak Lawn
-87.74903,42.05533; Skokie
-87.74147,41.75114; Burbank
-87.74027,41.70557; Oak Lawn
-87.73809,41.65263; Crestwood
-87.73763,42.01181; Lincolnwood
-87.73746,41.95356; Chicago
-87.73512,42.10647; Winnetka
-87.73271,41.99007; Chicago
-87.73054,41.50612; Matteson
-87.72724,41.94274; Chicago
-87.726,42.06457; Evanston
-87.72375,41.81275; Chicago
-87.71089,41.99248; Chicago
-87.7093,41.8664; Chicago
-87.70836,41.96392; Chicago
-87.70764,42.03378; Evanston
-87.7026,42.06428; Evanston
-87.70212,41.73459; Evergreen Park
-87.70184,41.94665; Chicago
-87.70007,42.08689; Wilmette
-87.69757,41.92732; Chicago
-87.68813,41.94311; Chicago
-87.68533,42.0194; Evanston
-87.68225,41.93946; Chicago
-87.68188,42.04886; Evanston
-87.68115,41.5566; Homewood
-87.67926,42.04118; Evanston
-87.67818,41.95325; Chicago
-87.67804,42.03397; Evanston
-87.67725,41.91027; Chicago
-87.67607,41.96154; Chicago
-87.67395,41.83408; Chicago
-87.67092,41.93233; Chicago
-87.67062,41.94242; Chicago
-87.66997,41.90329; Chicago
-87.66836,41.97809; Chicago
