              latlon ;city
-116.1979,33.72322; Indio
-116.1935,43.59961; Boise
-116.1876,43.57084; Boise
-116.1858,33.69338; Coachella
-116.175,43.57896; Boise
-116.1586,43.54501; Boise
-116.0611,35.4106; Baker
-115.9922,36.21371; Pahrump
-115.5699,32.7915; El Centro
-115.5451,32.76677; El Centro
-115.4989,32.679; Calexico
-115.3872,35.6136; Primm
-115.3357,36.1589; Las Vegas
-115.3228,35.77861; Primm
-115.3179,36.15894; Las Vegas
-115.3051,36.11515; Las Vegas
-115.3046,36.19169; Las Vegas
-115.3041,36.19269; Las Vegas
-115.2971,36.0997; Las Vegas
-115.2947,36.14429; Las Vegas
-115.29,36.16477; Las Vegas
-115.2871,36.17584; Las Vegas
-115.2857,36.15905; Las Vegas
-115.2792,36.05157; Las Vegas
-115.2792,36.11387; Las Vegas
-115.2753,36.21855; Las Vegas
-115.2752,36.29884; Las Vegas
-115.27,36.1294; Las Vegas
-115.2618,36.21824; Las Vegas
-115.26,36.1899; Las Vegas
-115.2586,36.19607; Las Vegas
-115.2507,36.24048; Las Vegas
-115.2437,36.16039; Las Vegas
-115.2432,36.15176; Las Vegas
-115.243,36.05627; Las Vegas
-115.2428,36.11615; Las Vegas
-115.2425,36.07297; Las Vegas
-115.2423,36.17936; Las Vegas
-115.2423,36.20002; Las Vegas
-115.2419,36.24972; Las Vegas
-115.2251,36.11458; Las Vegas
-115.217,36.2722; Las Vegas
-115.2091,36.10076; Las Vegas
-115.2085,36.2467; Las Vegas
-115.2083,36.11572; Las Vegas
-115.2079,36.14393; Las Vegas
-115.2075,35.9982; Las Vegas
-115.2066,36.1301; Las Vegas
-115.2057,36.15868; Las Vegas
-115.201,36.11534; Las Vegas
-115.1899,36.19561; North Las Vegas
-115.1773,36.17887; Las Vegas
-115.1742,36.2238; Las Vegas
-115.1739,36.14412; Las Vegas
-115.1732,36.0917; Las Vegas
-115.1725,36.11959; Las Vegas
-115.17,36.12426; Las Vegas
-115.1696,36.2843; Las Vegas
-115.1678,36.12711; Las Vegas
-115.1672,36.10143; Las Vegas
-115.166,36.11458; Las Vegas
-115.1594,36.21773; North Las Vegas
-115.1586,36.11566; Las Vegas
-115.1554,36.16646; Las Vegas
-115.155,36.26009; North Las Vegas
-115.1548,36.13218; Las Vegas
-115.1544,36.14857; Las Vegas
-115.1526,36.04228; Las Vegas
-115.1498,36.05697; Las Vegas
-115.1486,36.09641; Las Vegas
-115.1433,36.1674; Las Vegas
-115.1384,36.12215; Las Vegas
-115.137,36.14254; Las Vegas
-115.1367,36.01241; Las Vegas
-115.1255,36.1726; Las Vegas
-115.1186,36.02145; Las Vegas
-115.1185,36.11481; Las Vegas
-115.1183,36.12984; Las Vegas
-115.1111,36.12975; Las Vegas
-115.1044,36.04238; Henderson
-115.1036,35.9983; Henderson
-115.101,36.08603; Las Vegas
-115.0985,35.97917; Henderson
-115.0919,36.11522; Las Vegas
-115.086,36.02956; Las Vegas
-115.0847,36.13106; Las Vegas
-115.0842,36.13015; Las Vegas
-115.0841,36.05621; Henderson
-115.0757,36.07101; Henderson
-115.0656,36.14271; Las Vegas
-115.0623,36.02528; Henderson
-115.0551,36.01852; Henderson
-115.0473,36.01948; Henderson
-115.0464,36.04136; Henderson
-115.0464,36.06241; Henderson
-115.0452,36.15946; Las Vegas
-115.0405,36.06377; Henderson
-115.0363,36.06608; Henderson
-114.9831,36.04099; Henderson
-114.9632,36.01327; Henderson
-114.9632,36.01454; Henderson
-114.9302,36.10277; Henderson
-114.6484,32.68397; Yuma
-114.6035,32.70183; Yuma
-114.6034,32.70132; Yuma
-114.5876,33.6103; Yuma
-114.5864,35.12158; Bullhead City
-114.3641,43.68054; Ketchum
-114.343,34.47319; Lake Havasu City
-114.3375,34.47828; Lake Havasu City
-114.3086,43.51239; Hailey
-114.1045,36.80315; Mesquite
-114.0981,36.80373; Mesquite
-114.0478,40.7309; Wendover
-114.0396,46.84851; Missoula
-114.0395,46.8363; Missoula
-114.0182,46.83575; Missoula
-113.9933,46.8733; Missoula
-113.5433,37.119; St. George
-112.4821,34.55943; Prescott
-112.4522,34.78283; Chino Valley
-112.3579,33.60932; Surprise
-112.3556,33.5386; Glendale
-112.3551,33.63865; Surprise
-112.3437,33.63349; Surprise
-112.2888,33.56563; Peoria
-112.27624,33.46482; Avondale
-112.276,33.63788; Sun City
-112.2754,33.46465; Avondale
-112.2731,33.5083; Phoenix
-112.27195,33.42277; Tolleson
-112.251,33.63804; Peoria
-112.2374,33.65281; Glendale
-112.2365,33.68161; Peoria
-112.222,33.59583; Peoria
-112.2177,33.63836; Glendale
-112.2175,33.47662; Phoenix
-112.1863,33.65395; Glendale
-112.1855,33.61081; Glendale
-112.1693,33.37746; Laveen
-112.167,33.59641; Glendale
-112.16688,33.37748; Laveen
-112.147,33.61082; Phoenix
-112.1436,33.69838; Glendale
-112.1345,33.86382; Anthem
-112.1301,33.52396; Phoenix
-112.1273,33.79837; Phoenix
-112.1057,33.677; Phoenix
-112.10088,33.37837; Phoenix
-112.1,33.7128; Phoenix
-112.0985,33.553; Phoenix
-112.0825,33.51596; Phoenix
-112.0816,33.48752; Phoenix
-112.0808,33.46604; Phoenix
-112.0792,33.48043; Phoenix
-112.0766,33.44834; Phoenix
-112.0725,33.44933; Phoenix
-112.0712,33.64019; Phoenix
-112.0711,33.44686; Phoenix
-112.0699,33.45233; Phoenix
-112.0652,33.60685; Phoenix
-112.0628,33.5382; Phoenix
-112.0548,33.3061; Phoenix
-112.0464,33.50922; Phoenix
-112.0363,46.59316; Helena
-112.036,33.37774; Phoenix
-112.0309,33.65401; Phoenix
-112.03082,33.3787; Phoenix
-112.0306,33.50927; Phoenix
-112.0286,33.50936; Phoenix
-112.0246,40.70581; West Valley
-112.0204,46.58983; Helena
-112.0185,46.59106; Helena
-112.015,33.50987; Phoenix
-112.0089,34.72846; Cottonwood
-112.0077,41.17564; Riverdale
-111.9993,33.43597; Phoenix
-111.9913,40.56106; South Jordan
-111.9903,33.75633; Phoenix
-111.9878,33.49474; Phoenix
-111.9849,40.7816; Salt Lake City
-111.9846,33.3052; Phoenix
-111.9839,33.5998; Phoenix
-111.9815,33.34882; Phoenix
-111.9798,40.77945; Salt Lake City
-111.9795,33.49451; Phoenix
-111.9779,33.79912; Phoenix
-111.9778,33.583; Phoenix
-111.9778,33.61096; Phoenix
-111.9777,33.64061; Phoenix
-111.9773,33.67893; Phoenix
-111.9685,33.31761; Chandler
-111.967,33.38474; Tempe
-111.966,33.68522; Phoenix
-111.9553,33.4412; Tempe
-111.9513,33.42184; Tempe
-111.9483,33.30531; Chandler
-111.9402,33.62532; Scottsdale
-111.939,40.6513; Taylorsville
-111.9386,40.62948; West Jordan
-111.9343,33.42189; Tempe
-111.9327,33.41351; Tempe
-111.9318,33.4172; Tempe
-111.9311,33.41829; Tempe
-111.9304,33.50214; Scottsdale
-111.9302,33.36384; Tempe
-111.9296,33.65524; Phoenix
-111.9287,33.3785; Tempe
-111.9261,33.47988; Scottsdale
-111.9261,33.49422; Scottsdale
-111.926,33.50957; Scottsdale
-111.9258,33.6223; Phoenix
-111.9257,33.58459; Scottsdale
-111.9256,33.53869; Scottsdale
-111.9255,33.40774; Tempe
-111.9253,33.70017; Scottsdale
-111.9105,33.50926; Scottsdale
-111.909,33.48593; Scottsdale
-111.9039,40.7497; Salt Lake City
-111.9016,33.30568; Chandler
-111.8965,33.3057; Chandler
-111.8956,40.75847; Salt Lake City
-111.8928,40.55882; Sandy
-111.8912,40.54313; Draper
-111.8908,40.56723; Sandy
-111.8906,33.67551; Scottsdale
-111.8885,33.69835; Scottsdale
-111.8883,40.76486; Salt Lake City
-111.8874,33.62961; Scottsdale
-111.8842,40.6161; Fort Union
-111.8805,33.58247; Scottsdale
-111.8786,33.62536; Scottsdale
-111.8748,33.38388; Mesa
-111.8747,33.3814; Mesa West
-111.8744,33.62252; Scottsdale
-111.8742,33.62031; Scottsdale
-111.8724,40.51505; Draper
-111.8713,40.72541; Salt Lake City
-111.8659,40.64893; Salt Lake City
-111.8655,34.5658; Camp Verde
-111.8653,40.74972; Salt Lake City
-111.8627,33.57451; Scottsdale
-111.8619,33.39311; Mesa
-111.8601,33.26182; Chandler
-111.8587,33.34973; Chandler
-111.8586,33.23379; Chandler
-111.8513,40.62407; Salt Lake City
-111.8481,40.73648; Salt Lake City
-111.8423,40.67428; Holladay
-111.8393,40.66687; Salt Lake City
-111.8387,33.5877; Scottsdale
-111.837,40.7729; Salt Lake City
-111.8357,40.58044; Sandy
-111.8346,33.58959; Scottsdale
-111.8327,40.6086; Salt Lake City
-111.825,40.72631; Salt Lake City
-111.8229,33.32088; Chandler
-111.8117,40.37696; American Fork
-111.8096,33.33537; Gilbert
-111.8074,40.7483; Salt Lake City
-111.8064,33.21903; Chandler
-111.8051,33.42328; Mesa
-111.8001,34.86332; Sedona
-111.7719,33.42267; Mesa
-111.7715,33.33547; Gilbert
-111.7612,33.3213; Gilbert
-111.7557,33.34906; Gilbert
-111.7539,33.38022; Mesa
-111.7533,33.3938; Mesa
-111.7507,33.364; Gilbert
-111.7401,32.89572; Casa Grande
-111.7249,33.37926; Gilbert
-111.7249,33.6102; Fountain Hills
-111.688,33.37827; Mesa
-111.6878,33.36489; Gilbert
-111.6841,33.45479; Mesa
-111.6841,33.46678; Mesa
-111.6825,40.27364; Orem
-111.6638,35.18716; Flagstaff
-111.6614,35.1843; Flagstaff
-111.6347,33.26319; Queen Creek
-111.6262,33.379; Mesa
-111.5415,40.7367; Jeremy Ranch
-111.3176,34.24052; Payson
-111.2598,32.4354; Marana
-111.0501,32.33748; Marana
-111.0491,32.33748; Tucson
-111.0087,32.1339; Tucson
-111.0061,32.2394; Tucson
-110.9937,31.9555; Sahuarita
-110.9777,32.33618; Tucson
-110.9774,32.33538; Tucson
-110.9727,32.29661; Tucson
-110.963,32.4273; Oro Valley
-110.944,32.23219; Tucson
-110.9432,32.2214; Tucson
-110.9293,32.32203; Tucson
-110.9278,32.23608; Tuscon
-110.9137,32.22158; Tucson
-110.8913,32.30839; Tucson
-110.8904,32.25071; Tucson
-110.8664,32.22149; Tucson
-110.8585,32.23603; Tucson
-110.8435,32.20636; Tucson
-110.8372,32.22096; Tucson
-110.7997,32.119; Tucson
-110.7883,43.47291; Jackson
-110.787,32.20662; Tucson
-110.7535,43.4704; Jackson Hole
-108.5963,39.08658; Grand Junction
-108.5603,39.0963; Grand Junction
-108.5523,39.08399; Grand Junction
-108.5151,39.09183; Grand Junction
-108.2054,36.72907; Farmington
-107.8847,37.27063; Durango
-107.8818,37.26997; Durango
-107.8653,38.45712; Montrose
-107.7766,39.5226; Rifle
-107.3245,39.52429; Glenwood Springs
-107.2875,39.47694; Glenwood Springs
-106.8311,40.485; Steamboat Springs
-106.8205,40.46234; Steamboat Springs
-106.8184,39.18704; Aspen
-106.8092,40.46517; Steamboat Springs
-106.8081,40.47832; Steamboat Springs
-106.7501,32.31342; Las Cruces
-106.7015,34.8078; Los Lunas
-106.7006,35.04329; Albuquerque
-106.6991,35.11244; Albuquerque
-106.6906,35.1496; Albuquerque
-106.6876,35.17723; Albuquerque
-106.6709,35.10265; Albuquerque
-106.6598,35.203; Albuquerque
-106.6504,35.08648; Albuquerque
-106.6196,35.081; Albuquerque
-106.6148,35.13518; Albuquerque
-106.607,35.08013; Albuquerque
-106.5936,39.645; Edwards
-106.5912,35.16651; Albuquerque
-106.5888,35.1055; Albuquerque
-106.5866,35.1512; Albuquerque
-106.583,35.05848; Albuquerque
-106.5813,35.13106; Albuquerque
-106.5791,35.17386; Albuquerque
-106.5778,35.17484; Albuquerque
-106.5759,31.8631; El Paso
-106.5758,31.86242; El Paso
-106.5527,35.14631; Albuquerque
-106.5475,35.1306; Albuquerque
-106.5332,35.11469; Albuquerque
-106.5316,35.13072; Albuquerque
-106.5294,31.82991; El Paso
-106.5202,39.63184; Avon
-106.5179,39.63479; Avon
-106.5141,31.81637; El Paso
-106.5051,31.78074; El Paso
-106.4173,39.63066; Vail
-106.416,39.5673; Avon
-106.3936,31.77941; El Paso
-106.3741,39.64204; Vail
-106.3706,31.76904; El Paso
-106.3191,31.76861; El Paso
-106.3027,31.72531; El Paso
-106.302,31.76924; El Paso
-106.2683,31.76024; El Paso
-106.1416,39.50426; Copper
-106.1013,39.5752; Frisco
-106.0938,39.58458; Frisco
-106.0499,39.63003; Dillon
-106.0459,39.48021; Breckenridge
-106.0116,35.64019; Santa Fe
-106.0114,35.64189; Santa Fe
-105.9539,35.6741; Santa Fe
-105.9513,35.69531; Santa Fe
-105.9486,35.69235; Santa Fe
-105.9421,39.60766; Keystone
-105.8822,40.0251; Granby
-105.8757,37.46822; Alamosa
-105.7688,39.8901; Winter Park
-105.5936,41.30865; Laramie
-105.5176,40.37771; Estes Park
-105.5174,40.37878; Estes Park
-105.4938,44.26986; Gillette
-105.4887,39.79955; Blackhawk
-105.3469,39.65271; Evergreen
-105.2997,39.4926; Conifer
-105.2934,39.54298; Conifer
-105.2767,40.01849; Boulder
-105.2586,40.01455; Boulder
-105.2583,40.0223; Boulder
-105.2525,40.01475; Boulder
-105.2345,40.02533; Boulder
-105.234,39.99986; Boulder
-105.2206,39.75468; Golden
-105.2165,39.75202; Golden
-105.1736,38.7468; Cripple Creek
-105.1608,39.81254; Arvada
-105.1605,39.73435; Lakewood
-105.1508,39.9627; Louisville
-105.1463,39.69558; Lakewood
-105.1425,39.92888; Superior
-105.1424,39.76513; Wheat Ridge
-105.1407,39.81264; Arvada
-105.1375,39.5799; Littleton
-105.1372,39.81248; Arvada
-105.1359,39.70693; Lakewood
-105.1353,39.58051; Littleton
-105.131,39.92987; Broomfield
-105.1307,40.15977; Longmont
-105.1306,40.1457; Longmont
-105.1265,40.14437; Longmont
-105.1256,39.93106; Broomfield
-105.1167,39.92222; Broomfield
-105.1162,39.68975; Lakewood
-105.1157,40.55272; Fort Collins
-105.1107,39.68819; Lakewood
-105.1096,39.55933; Littleton
-105.1096,39.76931; Wheatridge
-105.1096,40.15228; Longmont
-105.1092,39.79125; Arvada
-105.1087,39.5648; Littleton
-105.1027,39.60988; Littleton
-105.0998,39.74014; Lakewood
-105.0979,40.37927; Loveland
-105.0974,39.97949; Lafayette
-105.0938,40.4366; Loveland
-105.0924,40.18861; Longmont
-105.091,40.5529; Fort Collins
-105.0905,39.9321; Broomfield
-105.089,39.60957; Littleton
-105.0821,39.8428; Arvada
-105.0815,39.7712; Wheat Ridge
-105.0814,39.68231; Lakewood
-105.0813,39.81656; Arvada
-105.0812,39.71817; Lakewood
-105.0808,39.84186; Arvada
-105.077,40.57802; Fort Collins
-105.077,40.58204; Fort Collins
-105.0766,40.53824; Fort Collins
-105.0765,40.58855; Fort Collins
-105.0761,39.79795; Arvada
-105.0744,39.88639; Westminster
-105.0738,40.16219; Longmont
-105.0714,39.91449; Broomfield
-105.0693,38.99445; Woodland Park
-105.0672,38.9974; Woodland Park
-105.0574,40.55144; Fort Collins
-105.0555,40.01471; Erie
-105.0532,39.68138; Denver
-105.0532,39.74996; Edgewater
-105.0532,39.86744; Westminster
-105.0529,39.66036; Denver
-105.0522,39.91398; Westminster
-105.0522,40.52374; Fort Collins
-105.0393,40.51763; Fort Collins
-105.0389,40.55308; Fort Collins
-105.037,39.77672; Denver
-105.0345,39.95765; Broomfield
-105.025,39.76015; Denver
-105.025,39.82995; Westminster
-105.0249,39.88357; Federal Heights
-105.0249,39.88409; Westminster
-105.0235,39.5844; Littleton
-105.0154,39.93048; Westminster
-105.0145,39.53481; Highlands Ranch
-105.0009,39.74009; Denver
-105.0003,39.91412; Westminster
-104.9997,39.74741; Denver
-104.9991,39.75036; Denver
-104.9976,39.74767; Denver
-104.9966,39.69085; Denver
-104.9956,39.74915; Denver
-104.9945,39.74663; Denver
-104.9924,39.69323; Denver
-104.9924,39.74902; Denver
-104.9922,39.74639; Denver
-104.9919,39.55023; Highlands Ranch
-104.9919,39.74964; Denver
-104.9918,39.54972; Highlands Ranch
-104.991,39.74603; Denver
-104.9903,39.74555; Denver
-104.9895,39.74575; Denver
-104.9893,39.65238; Englewood
-104.9886,39.61307; Littleton
-104.9876,39.65624; Englewood
-104.9875,39.71075; Denver
-104.9874,39.74275; Denver
-104.9874,39.7434; Denver
-104.9839,39.87793; Denver
-104.9835,39.72561; Denver
-104.9792,39.84927; Thornton
-104.9774,39.74743; Denver
-104.9765,40.16288; Firestone
-104.9754,39.91424; Thornton
-104.9741,39.72439; Denver
-104.9734,39.73042; Denver
-104.9732,39.67759; Denver
-104.9732,39.71109; Denver
-104.9686,39.6785; Denver
-104.9683,39.74485; Denver
-104.9654,39.56615; Highlands Ranch
-104.9603,39.58024; Littleton
-104.96,39.5819; Littleton
-104.96,39.60932; Littleton
-104.9573,39.87037; Thornton
-104.9534,39.71937; Denver
-104.9527,39.74012; Denver
-104.9512,39.71775; Denver
-104.9434,39.88466; Thornton
-104.9421,39.5434; Highlands Ranch
-104.9418,40.11792; Firestone
-104.9415,39.91367; Thornton
-104.9414,39.52464; Highlands Ranch
-104.9407,39.68653; Denver
-104.9407,39.72919; Denver
-104.9406,39.6675; Denver
-104.9406,39.69419; Denver
-104.9404,39.6667; Denver
-104.9284,39.65303; Denver
-104.9253,40.47964; Windsor
-104.9195,39.70686; Denver
-104.9166,39.74014; Denver
-104.9162,39.73761; Denver
-104.916,39.73834; Denver
-104.9054,39.55903; Highlands Ranch
-104.9036,39.56759; Englewood
-104.9034,39.71295; Denver
-104.9033,39.75793; Denver
-104.903,39.59511; Englewood
-104.9002,39.65311; Denver
-104.8958,39.62398; Greenwood Village
-104.8958,39.78546; Denver
-104.8952,39.47153; Castle Rock
-104.8908,39.6904; Denver
-104.8896,39.59508; Greenwood Village
-104.8873,39.60963; Greenwood Village
-104.8869,39.56453; Littleton
-104.8852,39.627; Greenwood Village
-104.8845,39.62741; Greenwood Village
-104.8839,39.53634; Littleton
-104.882,39.55498; Lone Tree
-104.8805,39.59341; Englewood
-104.8756,39.47223; Castle Rock
-104.8726,39.56273; Littleton
-104.8721,38.85315; Colorado Springs
-104.866,39.68608; Aurora
-104.866,39.69584; Aurora
-104.8638,39.41227; Castle Rock
-104.8622,39.36258; Castle Rock
-104.8523,38.90022; Colorado Springs
-104.8509,38.89596; Colorado Springs
-104.8497,39.59524; Centennial
-104.8449,39.65879; Aurora
-104.8436,38.92293; Colorado Springs
-104.8286,41.17273; Cheyenne
-104.8234,38.83382; Colorado Springs
-104.8234,38.83576; Colorado Springs
-104.8225,39.9852; Brighton
-104.8223,39.7166; Aurora
-104.822,39.71303; Aurora
-104.8204,39.09287; Monument
-104.8178,38.80083; Colorado Springs
-104.8165,38.86427; Colorado Springs
-104.8151,40.07898; Fort Lupton
-104.8141,39.35486; Castle Rock
-104.813,38.77728; Colorado Springs
-104.811,39.74023; Aurora
-104.8107,39.63267; Aurora
-104.8098,39.79122; Denver
-104.8009,41.11142; Cheyenne
-104.7984,38.96594; Colorado Springs
-104.7951,39.62724; Aurora
-104.7941,38.93036; Colorado Springs
-104.791,39.69498; Aurora
-104.7767,39.65317; Aurora
-104.7758,38.84812; Colorado Springs
-104.7696,39.65291; Aurora
-104.7691,41.14559; Cheyenne
-104.766,41.16002; Cheyenne
-104.7647,39.51626; Parker
-104.7644,39.51447; Parker
-104.7602,38.93773; Colorado Springs
-104.7601,38.96122; Colorado Springs
-104.759,38.84343; Colorado Springs
-104.7587,39.6139; Aurora
-104.7579,38.89398; Colorado Springs
-104.7518,39.61031; Centennial
-104.7476,38.81322; Colorado Springs
-104.735,40.40601; Greeley
-104.7292,38.3142; Pueblo West
-104.7201,38.87427; Colorado Springs
-104.7171,38.8855; Colorado Springs
-104.7167,39.60419; Aurora
-104.7037,38.895; Colorado Springs
-104.697,40.39528; Greeley
-104.6948,40.40528; Greeley
-104.6281,38.30915; Pueblo
-104.6069,39.36065; Elizabeth
-104.6041,38.94219; Falcon
-104.523,33.40473; Roswell
-103.252,44.07989; Rapid City
-102.3733,31.84517; Odessa
-102.3557,31.8886; Odessa
-102.1244,32.01776; Midland
-102.0745,31.97394; Midland
-101.9384,35.24624; Amarillo
-101.9224,33.59213; Lubbock
-101.9051,33.51975; Lubbock
-101.9024,35.18834; Amarillo
-101.8663,35.18971; Amarillo
-101.822,33.65446; Lubbock
-101.055,39.3647; Colby
-100.7851,46.80185; Bismarck
-100.7733,46.82823; Bismarck
-100.4793,31.44554; San Angelo
-99.7829,32.43002; Abilene
-99.75829,32.401; Abilene
-99.50243,27.54603; Laredo
-99.47131,27.57505; Laredo
-99.44899,27.51566; Laredo
-98.98156,31.72843; Brownwood
-98.7912,32.4016; Eastland
-98.67952,29.56073; Helotes
-98.66339,29.55025; San Antonio
-98.66096,29.54716; San Antonio
-98.6586,29.43926; San Antonio
-98.62765,29.65905; San Antonio
-98.61422,29.47181; San Antonio
-98.61323,29.60524; San Antonio
-98.61054,29.47567; San Antonio
-98.59136,29.56189; San Antonio
-98.58733,29.55309; San Antonio
-98.57897,29.51007; San Antonio
-98.57612,29.53115; San Antonio
-98.56392,29.53201; San Antonio
-98.55258,29.4916; Balcones Heights
-98.53492,29.48355; San Antonio
-98.52868,33.88464; Wichita Falls
-98.52035,29.535; San Antonio
-98.51018,29.60806; San Antonio
-98.50827,29.60961; San Antonio
-98.49925,29.51695; San Antonio
-98.4888,29.4251; San Antonio
-98.48505,29.55844; San Antonio
-98.48386,29.42283; San Antonio
-98.48134,29.56609; San Antonio
-98.47483,29.52776; San Antonio
-98.46831,29.60762; San Antonio
-98.46288,29.47629; San Antonio
-98.45805,29.507; San Antonio
-98.44154,34.6234; Lawton
-98.43649,29.3518; San Antonio
-98.43456,29.35178; San Antonio
-98.32674,29.57021; Selma
-98.2823,29.59781; Schertz
-98.2386,32.204; Stephenville
-98.23249,26.18921; McAllen
-98.22467,26.23496; McAllen
-98.21941,26.26582; McAllen
-98.12661,29.68811; New Braunfels
-97.98644,29.82859; San Marcos
-97.93612,30.30524; Austin
-97.93556,30.39269; Lakeway
-97.9113,38.07199; Hutchinson
-97.90672,36.3908; Enid
-97.87864,30.20048; Austin
-97.86482,30.01488; Kyle
-97.85093,30.40001; Austin
-97.84097,30.43381; Austin
-97.83722,30.22056; Austin
-97.83298,30.48057; Cedar Park
-97.8296,30.52; Cedar Park
-97.82804,30.29159; Austin
-97.82597,30.23468; Austin
-97.82376,30.52296; Cedar Park
-97.82018,30.2298; Austin
-97.80056,30.27444; Austin
-97.7988,30.2077; Austin
-97.79712,30.47415; Austin
-97.79542,32.73549; Weatherford
